0.000000000000000000e+00 1.738500000000000000e+04 1.537500000000000000e+04 1.026800000000000000e+04 9.426000000000000000e+03 7.038000000000000000e+03 6.104000000000000000e+03 6.336000000000000000e+03 6.513000000000000000e+03 6.366000000000000000e+03 9.919000000000000000e+03 6.441000000000000000e+03 9.914000000000000000e+03 7.887000000000000000e+03 5.496000000000000000e+03 5.436000000000000000e+03 5.095000000000000000e+03 6.641000000000000000e+03 7.731000000000000000e+03 8.395000000000000000e+03
6.911000000000000000e+03 8.135000000000000000e+03 6.423000000000000000e+03 6.328000000000000000e+03 8.501000000000000000e+03 8.387000000000000000e+03 6.641000000000000000e+03 9.339000000000000000e+03 6.511000000000000000e+03 6.617000000000000000e+03 7.253000000000000000e+03 8.202000000000000000e+03 7.754000000000000000e+03 8.871000000000000000e+03 6.628000000000000000e+03 1.292600000000000000e+04 1.304500000000000000e+04 1.415200000000000000e+04 1.952800000000000000e+04 3.411900000000000000e+04
3.304300000000000000e+04 1.952100000000000000e+04 9.042000000000000000e+03 6.658000000000000000e+03 7.922000000000000000e+03 7.511000000000000000e+03 8.323000000000000000e+03 8.019000000000000000e+03 6.748000000000000000e+03 6.743000000000000000e+03 1.006400000000000000e+04 9.940000000000000000e+03 6.411000000000000000e+03 7.603000000000000000e+03 6.600000000000000000e+03 6.694000000000000000e+03 6.901000000000000000e+03 8.672000000000000000e+03 7.492000000000000000e+03 7.016000000000000000e+03
6.077000000000000000e+03 7.095000000000000000e+03 6.100000000000000000e+03 6.573000000000000000e+03 7.391000000000000000e+03 5.834000000000000000e+03 6.214000000000000000e+03 8.906000000000000000e+03 6.969000000000000000e+03 7.808000000000000000e+03 7.408000000000000000e+03 7.983000000000000000e+03 9.115000000000000000e+03 9.620000000000000000e+03 9.423000000000000000e+03 1.547900000000000000e+04 3.109900000000000000e+04 4.083900000000000000e+04 3.626700000000000000e+04 2.797900000000000000e+04
4.567800000000000000e+04 3.793400000000000000e+04 2.293900000000000000e+04 1.542200000000000000e+04 1.313500000000000000e+04 1.155500000000000000e+04 1.014500000000000000e+04 9.802000000000000000e+03 8.500000000000000000e+03 8.461000000000000000e+03 1.156000000000000000e+04 1.257200000000000000e+04 7.471000000000000000e+03 9.088000000000000000e+03 6.595000000000000000e+03 6.216000000000000000e+03 5.774000000000000000e+03 5.346000000000000000e+03 5.733000000000000000e+03 5.362000000000000000e+03
5.202000000000000000e+03 5.668000000000000000e+03 6.309000000000000000e+03 7.799000000000000000e+03 8.696000000000000000e+03 7.665000000000000000e+03 7.914000000000000000e+03 1.005500000000000000e+04 7.316000000000000000e+03 8.625000000000000000e+03 1.076900000000000000e+04 1.158700000000000000e+04 1.312200000000000000e+04 1.847500000000000000e+04 1.970900000000000000e+04 2.704800000000000000e+04 3.675700000000000000e+04 3.304200000000000000e+04 3.671000000000000000e+04 1.844100000000000000e+04
1.851400000000000000e+04 3.076300000000000000e+04 2.388100000000000000e+04 2.088300000000000000e+04 2.094500000000000000e+04 1.722800000000000000e+04 1.432200000000000000e+04 1.292900000000000000e+04 1.066500000000000000e+04 1.067200000000000000e+04 1.423300000000000000e+04 7.692000000000000000e+03 5.723000000000000000e+03 6.733000000000000000e+03 6.795000000000000000e+03 6.197000000000000000e+03 6.215000000000000000e+03 5.844000000000000000e+03 7.031000000000000000e+03 7.049000000000000000e+03
6.718000000000000000e+03 6.772000000000000000e+03 6.713000000000000000e+03 6.437000000000000000e+03 7.360000000000000000e+03 8.104000000000000000e+03 9.338000000000000000e+03 1.584500000000000000e+04 1.133600000000000000e+04 1.669000000000000000e+04 3.008300000000000000e+04 2.481900000000000000e+04 2.235300000000000000e+04 2.647900000000000000e+04 2.347400000000000000e+04 1.978600000000000000e+04 1.761500000000000000e+04 1.352500000000000000e+04 1.167300000000000000e+04 1.044100000000000000e+04
1.088900000000000000e+04 1.768000000000000000e+04 1.515600000000000000e+04 1.907800000000000000e+04 2.352300000000000000e+04 2.628400000000000000e+04 2.788400000000000000e+04 3.994000000000000000e+04 2.583200000000000000e+04 1.850100000000000000e+04 1.709300000000000000e+04 1.764000000000000000e+04 1.485900000000000000e+04 9.907000000000000000e+03 7.796000000000000000e+03 6.398000000000000000e+03 6.086000000000000000e+03 6.205000000000000000e+03 6.883000000000000000e+03 6.099000000000000000e+03
6.060000000000000000e+03 6.665000000000000000e+03 7.479000000000000000e+03 8.191000000000000000e+03 8.587000000000000000e+03 1.001000000000000000e+04 1.139700000000000000e+04 1.558700000000000000e+04 1.711900000000000000e+04 4.750000000000000000e+04 1.026330000000000000e+05 1.131810000000000000e+05 5.404200000000000000e+04 2.452300000000000000e+04 1.580500000000000000e+04 1.232600000000000000e+04 1.617300000000000000e+04 9.854000000000000000e+03 1.277800000000000000e+04 1.376900000000000000e+04
9.317000000000000000e+03 1.546800000000000000e+04 1.014000000000000000e+04 1.229100000000000000e+04 1.874900000000000000e+04 2.887200000000000000e+04 9.772100000000000000e+04 1.831430000000000000e+05 1.411980000000000000e+05 5.991900000000000000e+04 2.269100000000000000e+04 1.224700000000000000e+04 2.070600000000000000e+04 1.083000000000000000e+04 8.368000000000000000e+03 7.651000000000000000e+03 7.749000000000000000e+03 7.400000000000000000e+03 7.591000000000000000e+03 8.916000000000000000e+03
8.111000000000000000e+03 7.591000000000000000e+03 7.702000000000000000e+03 1.165700000000000000e+04 1.664700000000000000e+04 2.153100000000000000e+04 1.517200000000000000e+04 2.109900000000000000e+04 2.476900000000000000e+04 1.033000000000000000e+05 1.848810000000000000e+05 1.177800000000000000e+05 4.364500000000000000e+04 1.779500000000000000e+04 1.093900000000000000e+04 1.002100000000000000e+04 9.185000000000000000e+03 9.112000000000000000e+03 1.130100000000000000e+04 1.133700000000000000e+04
7.870000000000000000e+03 1.295700000000000000e+04 9.334000000000000000e+03 1.055600000000000000e+04 1.379100000000000000e+04 1.867200000000000000e+04 6.376600000000000000e+04 2.067990000000000000e+05 1.061920000000000000e+05 3.284200000000000000e+04 1.542100000000000000e+04 1.378000000000000000e+04 1.633300000000000000e+04 1.187100000000000000e+04 9.214000000000000000e+03 1.238700000000000000e+04 8.670000000000000000e+03 7.394000000000000000e+03 8.662000000000000000e+03 8.220000000000000000e+03
