0.000000000000000000e+00 1.319600000000000000e+04 1.202600000000000000e+04 1.289900000000000000e+04 1.064500000000000000e+04 9.938000000000000000e+03 9.450000000000000000e+03 9.263000000000000000e+03 9.135000000000000000e+03 8.285000000000000000e+03 8.168000000000000000e+03 7.815000000000000000e+03 7.715000000000000000e+03 7.593000000000000000e+03 7.252000000000000000e+03 7.241000000000000000e+03 7.109000000000000000e+03 7.349000000000000000e+03 7.963000000000000000e+03 8.251000000000000000e+03 1.001800000000000000e+04 9.313000000000000000e+03 9.647000000000000000e+03 1.012300000000000000e+04 1.008100000000000000e+04 1.004100000000000000e+04 9.792000000000000000e+03 9.686000000000000000e+03 9.750000000000000000e+03 9.723000000000000000e+03 9.632000000000000000e+03 9.082000000000000000e+03 8.613000000000000000e+03 8.690000000000000000e+03 8.649000000000000000e+03 8.477000000000000000e+03 8.397000000000000000e+03 8.090000000000000000e+03 8.119000000000000000e+03 7.876000000000000000e+03
9.219000000000000000e+03 8.183000000000000000e+03 8.214000000000000000e+03 8.715000000000000000e+03 8.751000000000000000e+03 8.605000000000000000e+03 8.699000000000000000e+03 8.977000000000000000e+03 9.312000000000000000e+03 9.612000000000000000e+03 9.701000000000000000e+03 9.850000000000000000e+03 9.886000000000000000e+03 8.549000000000000000e+03 1.005200000000000000e+04 1.019100000000000000e+04 9.674000000000000000e+03 9.186000000000000000e+03 8.731000000000000000e+03 8.341000000000000000e+03 7.905000000000000000e+03 7.444000000000000000e+03 7.173000000000000000e+03 7.287000000000000000e+03 7.470000000000000000e+03 7.731000000000000000e+03 8.013000000000000000e+03 8.023000000000000000e+03 8.276000000000000000e+03 8.627000000000000000e+03 9.230000000000000000e+03 9.422000000000000000e+03 9.669000000000000000e+03 1.035400000000000000e+04 1.103400000000000000e+04 1.209500000000000000e+04 1.274300000000000000e+04 1.385900000000000000e+04 1.513400000000000000e+04 1.526000000000000000e+04
1.485600000000000000e+04 1.355800000000000000e+04 1.252800000000000000e+04 1.329700000000000000e+04 1.105500000000000000e+04 1.188600000000000000e+04 9.754000000000000000e+03 9.259000000000000000e+03 8.963000000000000000e+03 8.638000000000000000e+03 8.238000000000000000e+03 8.027000000000000000e+03 7.747000000000000000e+03 7.554000000000000000e+03 7.256000000000000000e+03 7.303000000000000000e+03 7.469000000000000000e+03 8.002000000000000000e+03 8.097000000000000000e+03 8.440000000000000000e+03 8.866000000000000000e+03 9.655000000000000000e+03 9.889000000000000000e+03 1.017800000000000000e+04 1.016400000000000000e+04 9.989000000000000000e+03 9.940000000000000000e+03 9.749000000000000000e+03 9.852000000000000000e+03 9.433000000000000000e+03 9.123000000000000000e+03 8.866000000000000000e+03 8.592000000000000000e+03 8.593000000000000000e+03 8.707000000000000000e+03 8.393000000000000000e+03 8.214000000000000000e+03 9.214000000000000000e+03 7.777000000000000000e+03 7.897000000000000000e+03
9.038000000000000000e+03 7.921000000000000000e+03 8.034000000000000000e+03 8.470000000000000000e+03 8.542000000000000000e+03 8.686000000000000000e+03 8.784000000000000000e+03 8.930000000000000000e+03 9.104000000000000000e+03 9.824000000000000000e+03 9.943000000000000000e+03 9.908000000000000000e+03 1.003700000000000000e+04 1.013200000000000000e+04 1.013400000000000000e+04 1.020300000000000000e+04 1.000100000000000000e+04 9.391000000000000000e+03 8.872000000000000000e+03 8.428000000000000000e+03 8.178000000000000000e+03 7.765000000000000000e+03 7.588000000000000000e+03 7.458000000000000000e+03 7.698000000000000000e+03 7.955000000000000000e+03 8.074000000000000000e+03 8.251000000000000000e+03 8.285000000000000000e+03 8.656000000000000000e+03 9.361000000000000000e+03 9.672000000000000000e+03 1.044400000000000000e+04 1.099900000000000000e+04 1.164900000000000000e+04 1.239900000000000000e+04 1.312000000000000000e+04 1.445900000000000000e+04 1.556600000000000000e+04 1.583200000000000000e+04
1.471800000000000000e+04 1.381500000000000000e+04 1.284600000000000000e+04 1.231100000000000000e+04 1.203200000000000000e+04 1.122300000000000000e+04 1.003300000000000000e+04 9.665000000000000000e+03 9.044000000000000000e+03 8.733000000000000000e+03 8.502000000000000000e+03 8.405000000000000000e+03 8.390000000000000000e+03 7.938000000000000000e+03 7.638000000000000000e+03 7.473000000000000000e+03 8.572000000000000000e+03 7.593000000000000000e+03 7.960000000000000000e+03 8.107000000000000000e+03 8.927000000000000000e+03 9.491000000000000000e+03 9.877000000000000000e+03 9.935000000000000000e+03 1.003900000000000000e+04 1.007600000000000000e+04 1.025000000000000000e+04 9.831000000000000000e+03 9.508000000000000000e+03 9.508000000000000000e+03 9.020000000000000000e+03 8.982000000000000000e+03 8.744000000000000000e+03 8.557000000000000000e+03 8.831000000000000000e+03 8.214000000000000000e+03 7.870000000000000000e+03 7.757000000000000000e+03 7.787000000000000000e+03 7.701000000000000000e+03
7.716000000000000000e+03 7.843000000000000000e+03 7.996000000000000000e+03 6.859000000000000000e+03 8.534000000000000000e+03 8.684000000000000000e+03 8.861000000000000000e+03 9.178000000000000000e+03 9.259000000000000000e+03 9.388000000000000000e+03 9.692000000000000000e+03 9.734000000000000000e+03 9.833000000000000000e+03 9.898000000000000000e+03 9.800000000000000000e+03 9.702000000000000000e+03 9.723000000000000000e+03 9.261000000000000000e+03 8.482000000000000000e+03 8.025000000000000000e+03 7.980000000000000000e+03 7.546000000000000000e+03 7.587000000000000000e+03 7.460000000000000000e+03 7.529000000000000000e+03 7.851000000000000000e+03 8.612000000000000000e+03 8.459000000000000000e+03 8.777000000000000000e+03 9.305000000000000000e+03 9.354000000000000000e+03 9.936000000000000000e+03 1.069600000000000000e+04 1.140300000000000000e+04 1.194800000000000000e+04 1.422000000000000000e+04 1.327100000000000000e+04 1.415200000000000000e+04 1.513800000000000000e+04 1.548100000000000000e+04
1.464400000000000000e+04 1.379700000000000000e+04 1.468500000000000000e+04 1.384500000000000000e+04 1.158700000000000000e+04 1.096400000000000000e+04 1.191700000000000000e+04 9.955000000000000000e+03 9.642000000000000000e+03 9.447000000000000000e+03 8.965000000000000000e+03 8.259000000000000000e+03 8.109000000000000000e+03 7.922000000000000000e+03 7.624000000000000000e+03 7.684000000000000000e+03 7.722000000000000000e+03 7.859000000000000000e+03 7.984000000000000000e+03 8.124000000000000000e+03 8.729000000000000000e+03 9.152000000000000000e+03 9.442000000000000000e+03 9.368000000000000000e+03 9.553000000000000000e+03 9.733000000000000000e+03 9.964000000000000000e+03 9.525000000000000000e+03 9.571000000000000000e+03 9.208000000000000000e+03 9.337000000000000000e+03 9.004000000000000000e+03 8.680000000000000000e+03 8.663000000000000000e+03 8.488000000000000000e+03 8.105000000000000000e+03 8.011000000000000000e+03 7.768000000000000000e+03 7.829000000000000000e+03 7.977000000000000000e+03
9.198000000000000000e+03 7.870000000000000000e+03 8.322000000000000000e+03 8.382000000000000000e+03 8.511000000000000000e+03 8.572000000000000000e+03 8.726000000000000000e+03 8.874000000000000000e+03 8.973000000000000000e+03 9.668000000000000000e+03 9.939000000000000000e+03 9.476000000000000000e+03 9.604000000000000000e+03 9.753000000000000000e+03 9.616000000000000000e+03 9.461000000000000000e+03 9.482000000000000000e+03 9.033000000000000000e+03 8.336000000000000000e+03 8.114000000000000000e+03 7.917000000000000000e+03 7.797000000000000000e+03 7.975000000000000000e+03 7.814000000000000000e+03 7.775000000000000000e+03 8.142000000000000000e+03 8.508000000000000000e+03 8.607000000000000000e+03 8.831000000000000000e+03 9.493000000000000000e+03 1.010100000000000000e+04 1.058700000000000000e+04 1.109300000000000000e+04 1.161200000000000000e+04 1.201500000000000000e+04 1.273500000000000000e+04 1.320400000000000000e+04 1.416500000000000000e+04 1.474500000000000000e+04 1.719100000000000000e+04
1.457100000000000000e+04 1.555500000000000000e+04 1.474200000000000000e+04 1.206000000000000000e+04 1.150300000000000000e+04 1.267400000000000000e+04 1.204000000000000000e+04 9.999000000000000000e+03 9.268000000000000000e+03 9.254000000000000000e+03 8.701000000000000000e+03 8.509000000000000000e+03 8.993000000000000000e+03 7.822000000000000000e+03 7.816000000000000000e+03 9.016000000000000000e+03 7.917000000000000000e+03 7.912000000000000000e+03 7.883000000000000000e+03 8.217000000000000000e+03 1.001000000000000000e+04 1.041000000000000000e+04 9.362000000000000000e+03 9.623000000000000000e+03 9.637000000000000000e+03 9.686000000000000000e+03 9.446000000000000000e+03 9.419000000000000000e+03 9.193000000000000000e+03 9.077000000000000000e+03 8.916000000000000000e+03 8.713000000000000000e+03 8.411000000000000000e+03 8.671000000000000000e+03 9.842000000000000000e+03 9.683000000000000000e+03 9.234000000000000000e+03 8.979000000000000000e+03 7.621000000000000000e+03 7.650000000000000000e+03
8.828000000000000000e+03 7.762000000000000000e+03 8.172000000000000000e+03 8.647000000000000000e+03 8.662000000000000000e+03 8.836000000000000000e+03 8.863000000000000000e+03 8.932000000000000000e+03 8.828000000000000000e+03 8.992000000000000000e+03 1.050900000000000000e+04 9.554000000000000000e+03 9.538000000000000000e+03 9.534000000000000000e+03 9.724000000000000000e+03 9.517000000000000000e+03 9.395000000000000000e+03 1.039800000000000000e+04 9.684000000000000000e+03 8.292000000000000000e+03 8.141000000000000000e+03 7.938000000000000000e+03 8.946000000000000000e+03 7.893000000000000000e+03 8.104000000000000000e+03 8.093000000000000000e+03 8.350000000000000000e+03 8.498000000000000000e+03 8.947000000000000000e+03 9.228000000000000000e+03 9.609000000000000000e+03 9.931000000000000000e+03 1.242500000000000000e+04 1.140900000000000000e+04 1.163900000000000000e+04 1.446600000000000000e+04 1.353700000000000000e+04 1.430500000000000000e+04 1.471200000000000000e+04 1.489000000000000000e+04
